0: [0, 0] [5, 5]
11: [4, 2] [7, 6]
12: [4, 2] [6, 6]
13: [5, 5] [5, 7]
14: [5, 5] [5, 7]
15: [5, 5] [5, 7]

Settings(lanes=2, speed=[5, 5], progress=[0, 15], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [5, 5]
1: [0, 0] [4, 6]
2: [0, 0] [3, 7]
3: [0, 0] [3, 8]
4: [0, 0] [2, 8]
5: [0, 4] [3, 8]
6: [0, 4] [4, 8]
7: [0, 4] [5, 8]
8: [0, 4] [6, 8]
9: [4, 2] [7, 8]
10: [4, 2] [8, 7]
11: [4, 2] [7, 6]
12: [4, 2] [6, 6]
13: [5, 5] [5, 7]
14: [5, 5] [5, 7]
15: [5, 5] [5, 7]

Settings(lanes=2, speed=[5, 5], progress=[15, 0], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [5, 5]
1: [0, 0] [4, 6]
2: [0, 0] [3, 7]
3: [0, 0] [3, 8]
4: [0, 0] [2, 8]
5: [0, 4] [3, 8]
6: [0, 4] [4, 8]
7: [0, 4] [5, 8]
8: [0, 4] [6, 8]
9: [4, 2] [7, 8]
10: [4, 2] [8, 7]
11: [4, 2] [7, 6]
12: [4, 2] [6, 6]
13: [5, 5] [5, 7]
14: [5, 5] [5, 7]
15: [5, 5] [5, 7]

Settings(lanes=2, speed=[5, 5], progress=[15, 15], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [5, 5]
1: [0, 0] [4, 6]
2: [0, 0] [3, 7]
3: [0, 0] [3, 8]
4: [0, 0] [2, 8]
5: [0, 4] [3, 8]
6: [0, 4] [4, 8]
7: [0, 4] [5, 8]
8: [0, 4] [6, 8]
9: [4, 2] [7, 8]
10: [4, 2] [8, 7]
11: [4, 2] [7, 6]
12: [4, 2] [6, 6]
13: [5, 5] [5, 7]
14: [5, 5] [5, 7]
15: [5, 5] [5, 7]

Settings(lanes=2, speed=[5, 6], progress=[0, 0], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [5, 6]
1: [0, 0] [4, 7]
2: [0, 0] [3, 8]
3: [0, 0] [3, 8]
4: [0, 0] [4, 8]
5: [0, 4] [5, 8]
6: [0, 4] [5, 8]
7: [0, 4] [6, 7]
8: [4, 2] [7, 7]
9: [4, 2] [8, 8]
10: [4, 2] [7, 8]
11: [4, 2] [6, 8]
12: [5, 5] [5, 7]
13: [5, 5] [5, 7]
14: [5, 5] [5, 7]

Settings(lanes=2, speed=[5, 6], progress=[0, 15], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [5, 6]
1: [0, 0] [4, 7]
2: [0, 0] [3, 8]
3: [0, 0] [3, 8]
4: [0, 0] [4, 8]
5: [0, 4] [5, 8]
6: [0, 4] [5, 8]
7: [0, 4] [6, 7]
8: [4, 2] [7, 7]
9: [4, 2] [8, 8]
10: [4, 2] [7, 8]
11: [4, 2] [6, 8]
12: [5, 5] [5, 7]
13: [5, 5] [5, 7]
14: [5, 5] [5, 7]

Settings(lanes=2, speed=[5, 6], progress=[15, 0], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [5, 6]
1: [0, 0] [4, 7]
2: [0, 0] [3, 8]
3: [0, 0] [3, 8]
4: [0, 0] [4, 8]
5: [0, 4] [5, 8]
6: [0, 4] [5, 8]
7: [0, 4] [6, 7]
8: [4, 2] [7, 7]
9: [4, 2] [8, 8]
10: [4, 2] [7, 8]
11: [4, 2] [6, 8]
12: [5, 5] [5, 7]
13: [5, 5] [5, 7]
14: [5, 5] [5, 7]

Settings(lanes=2, speed=[5, 6], progress=[15, 15], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [5, 6]
1: [0, 0] [4, 7]
2: [0, 0] [3, 8]
3: [0, 0] [3, 8]
4: [0, 0] [4, 8]
5: [0, 4] [5, 8]
6: [0, 4] [5, 8]
7: [0, 4] [6, 7]
8: [4, 2] [7, 7]
9: [4, 2] [8, 8]
10: [4, 2] [7, 8]
11: [4, 2] [6, 8]
12: [5, 5] [5, 7]
13: [5, 5] [5, 7]
14: [5, 5] [5, 7]

Settings(lanes=2, speed=[5, 7], progress=[0, 0], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [5, 7]
1: [0, 0] [4, 8]
2: [0, 0] [3, 8]
3: [0, 0] [3, 7]
4: [0, 4] [4, 7]
5: [0, 4] [5, 8]
6: [0, 4] [5, 8]
7: [0, 4] [6, 8]
8: [4, 2] [7, 8]
9: [4, 2] [8, 8]
10: [4, 2] [7, 8]
11: [4, 2] [6, 8]
12: [5, 5] [5, 7]
13: [5, 5] [5, 7]
14: [5, 5] [5, 7]

Settings(lanes=2, speed=[5, 7], progress=[0, 15], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [5, 7]
1: [0, 0] [4, 8]
2: [0, 0] [3, 8]
3: [0, 0] [3, 7]
4: [0, 4] [4, 7]
5: [0, 4] [5, 8]
6: [0, 4] [5, 8]
7: [0, 4] [6, 8]
8: [4, 2] [7, 8]
9: [4, 2] [8, 8]
10: [4, 2] [7, 8]
11: [4, 2] [6, 8]
12: [5, 5] [5, 7]
13: [5, 5] [5, 7]
14: [5, 5] [5, 7]

Settings(lanes=2, speed=[5, 7], progress=[15, 0], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [5, 7]
1: [0, 0] [4, 8]
2: [0, 0] [3, 8]
3: [0, 0] [3, 7]
4: [0, 4] [4, 7]
5: [0, 4] [5, 8]
6: [0, 4] [5, 8]
7: [0, 4] [6, 8]
8: [4, 2] [7, 8]
9: [4, 2] [8, 8]
10: [4, 2] [7, 8]
11: [4, 2] [6, 8]
12: [5, 5] [5, 7]
13: [5, 5] [5, 7]
14: [5, 5] [5, 7]

Settings(lanes=2, speed=[5, 7], progress=[15, 15], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [5, 7]
1: [0, 0] [4, 8]
2: [0, 0] [3, 8]
3: [0, 0] [3, 7]
4: [0, 4] [4, 7]
5: [0, 4] [5, 8]
6: [0, 4] [5, 8]
7: [0, 4] [6, 8]
8: [4, 2] [7, 8]
9: [4, 2] [8, 8]
10: [4, 2] [7, 8]
11: [4, 2] [6, 8]
12: [5, 5] [5, 7]
13: [5, 5] [5, 7]
14: [5, 5] [5, 7]

Settings(lanes=2, speed=[5, 8], progress=[0, 0], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [5, 8]
1: [0, 0] [4, 8]
2: [0, 0] [3, 8]
3: [0, 0] [3, 8]
4: [0, 4] [4, 8]
5: [0, 4] [5, 8]
6: [0, 4] [5, 8]
7: [0, 4] [6, 8]
8: [4, 2] [7, 8]
9: [4, 2] [8, 8]
10: [4, 2] [7, 7]
11: [4, 2] [6, 6]
12: [5, 5] [5, 5]
13: [5, 5] [5, 5]
14: [5, 5] [5, 5]

Settings(lanes=2, speed=[5, 8], progress=[0, 15], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [5, 8]
1: [0, 0] [4, 8]
2: [0, 0] [3, 8]
3: [0, 0] [3, 8]
4: [0, 4] [4, 8]
5: [0, 4] [5, 8]
6: [0, 4] [5, 8]
7: [0, 4] [6, 8]
8: [4, 2] [7, 8]
9: [4, 2] [8, 8]
10: [4, 2] [7, 7]
11: [4, 2] [6, 6]
12: [5, 5] [5, 5]
13: [5, 5] [5, 5]
14: [5, 5] [5, 5]

Settings(lanes=2, speed=[5, 8], progress=[15, 0], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [5, 8]
1: [0, 0] [4, 8]
2: [0, 0] [3, 8]
3: [0, 0] [3, 8]
4: [0, 4] [4, 8]
5: [0, 4] [5, 8]
6: [0, 4] [5, 8]
7: [0, 4] [6, 8]
8: [4, 2] [7, 8]
9: [4, 2] [8, 8]
10: [4, 2] [7, 7]
11: [4, 2] [6, 6]
12: [5, 5] [5, 5]
13: [5, 5] [5, 5]
14: [5, 5] [5, 5]

Settings(lanes=2, speed=[5, 8], progress=[15, 15], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [5, 8]
1: [0, 0] [4, 8]
2: [0, 0] [3, 8]
3: [0, 0] [3, 8]
4: [0, 4] [4, 8]
5: [0, 4] [5, 8]
6: [0, 4] [5, 8]
7: [0, 4] [6, 8]
8: [4, 2] [7, 8]
9: [4, 2] [8, 8]
10: [4, 2] [7, 7]
11: [4, 2] [6, 6]
12: [5, 5] [5, 5]
13: [5, 5] [5, 5]
14: [5, 5] [5, 5]

Settings(lanes=2, speed=[6, 5], progress=[0, 0], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [6, 5]
1: [0, 0] [5, 6]
2: [0, 0] [4, 7]
3: [0, 0] [3, 8]
4: [0, 0] [2, 8]
5: [0, 4] [2, 8]
6: [0, 4] [3, 8]
7: [0, 4] [4, 8]
8: [0, 4] [5, 8]
9: [4, 2] [6, 8]
10: [4, 2] [6, 7]
11: [4, 2] [7, 6]
12: [4, 2] [8, 6]
13: [5, 5] [7, 7]
14: [5, 5] [7, 7]
15: [5, 5] [7, 7]

Settings(lanes=2, speed=[6, 5], progress=[0, 15], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [6, 5]
1: [0, 0] [5, 6]
2: [0, 0] [4, 7]
3: [0, 0] [3, 8]
4: [0, 0] [2, 8]
5: [0, 4] [2, 8]
6: [0, 4] [3, 8]
7: [0, 4] [4, 8]
8: [0, 4] [5, 8]
9: [4, 2] [6, 8]
10: [4, 2] [6, 7]
11: [4, 2] [7, 6]
12: [4, 2] [8, 6]
13: [5, 5] [7, 7]
14: [5, 5] [7, 7]
15: [5, 5] [7, 7]

Settings(lanes=2, speed=[6, 5], progress=[15, 0], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [6, 5]
1: [0, 0] [5, 6]
2: [0, 0] [4, 7]
3: [0, 0] [3, 8]
4: [0, 0] [2, 8]
5: [0, 4] [2, 8]
6: [0, 4] [3, 8]
7: [0, 4] [4, 8]
8: [0, 4] [5, 8]
9: [4, 2] [6, 8]
10: [4, 2] [6, 7]
11: [4, 2] [7, 6]
12: [4, 2] [8, 6]
13: [5, 5] [7, 7]
14: [5, 5] [7, 7]
15: [5, 5] [7, 7]

Settings(lanes=2, speed=[6, 5], progress=[15, 15], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [6, 5]
1: [0, 0] [5, 6]
2: [0, 0] [4, 7]
3: [0, 0] [3, 8]
4: [0, 0] [2, 8]
5: [0, 4] [2, 8]
6: [0, 4] [3, 8]
7: [0, 4] [4, 8]
8: [0, 4] [5, 8]
9: [4, 2] [6, 8]
10: [4, 2] [6, 7]
11: [4, 2] [7, 6]
12: [4, 2] [8, 6]
13: [5, 5] [7, 7]
14: [5, 5] [7, 7]
15: [5, 5] [7, 7]

Settings(lanes=2, speed=[6, 6], progress=[0, 0], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [6, 6]
1: [0, 0] [5, 7]
2: [0, 0] [4, 8]
3: [0, 0] [3, 8]
4: [0, 0] [2, 8]
5: [0, 4] [3, 8]
6: [0, 4] [4, 8]
7: [0, 4] [5, 7]
8: [4, 2] [6, 7]
9: [4, 2] [7, 8]
10: [4, 2] [8, 8]
11: [4, 2] [8, 8]
12: [5, 5] [7, 7]
13: [5, 5] [7, 7]
14: [5, 5] [7, 7]

Settings(lanes=2, speed=[6, 6], progress=[0, 15], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [6, 6]
1: [0, 0] [5, 7]
2: [0, 0] [4, 8]
3: [0, 0] [3, 8]
4: [0, 0] [2, 8]
5: [0, 4] [3, 8]
6: [0, 4] [4, 8]
7: [0, 4] [5, 7]
8: [4, 2] [6, 7]
9: [4, 2] [7, 8]
10: [4, 2] [8, 8]
11: [4, 2] [8, 8]
12: [5, 5] [7, 7]
13: [5, 5] [7, 7]
14: [5, 5] [7, 7]

Settings(lanes=2, speed=[6, 6], progress=[15, 0], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [6, 6]
1: [0, 0] [5, 7]
2: [0, 0] [4, 8]
3: [0, 0] [3, 8]
4: [0, 0] [2, 8]
5: [0, 4] [3, 8]
6: [0, 4] [4, 8]
7: [0, 4] [5, 7]
8: [4, 2] [6, 7]
9: [4, 2] [7, 8]
10: [4, 2] [8, 8]
11: [4, 2] [8, 8]
12: [5, 5] [7, 7]
13: [5, 5] [7, 7]
14: [5, 5] [7, 7]

Settings(lanes=2, speed=[6, 6], progress=[15, 15], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [6, 6]
1: [0, 0] [5, 7]
2: [0, 0] [4, 8]
3: [0, 0] [3, 8]
4: [0, 0] [2, 8]
5: [0, 4] [3, 8]
6: [0, 4] [4, 8]
7: [0, 4] [5, 7]
8: [4, 2] [6, 7]
9: [4, 2] [7, 8]
10: [4, 2] [8, 8]
11: [4, 2] [8, 8]
12: [5, 5] [7, 7]
13: [5, 5] [7, 7]
14: [5, 5] [7, 7]

Settings(lanes=2, speed=[6, 7], progress=[0, 0], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [6, 7]
1: [0, 0] [5, 8]
2: [0, 0] [4, 8]
3: [0, 0] [3, 7]
4: [0, 4] [2, 7]
5: [0, 4] [3, 8]
6: [0, 4] [4, 8]
7: [0, 4] [5, 8]
8: [4, 2] [6, 8]
9: [4, 2] [7, 8]
10: [4, 2] [8, 8]
11: [4, 2] [8, 8]
12: [5, 5] [7, 7]
13: [5, 5] [7, 7]
14: [5, 5] [7, 7]

Settings(lanes=2, speed=[6, 7], progress=[0, 15], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [6, 7]
1: [0, 0] [5, 8]
2: [0, 0] [4, 8]
3: [0, 0] [3, 7]
4: [0, 4] [2, 7]
5: [0, 4] [3, 8]
6: [0, 4] [4, 8]
7: [0, 4] [5, 8]
8: [4, 2] [6, 8]
9: [4, 2] [7, 8]
10: [4, 2] [8, 8]
11: [4, 2] [8, 8]
12: [5, 5] [7, 7]
13: [5, 5] [7, 7]
14: [5, 5] [7, 7]

Settings(lanes=2, speed=[6, 7], progress=[15, 0], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [6, 7]
1: [0, 0] [5, 8]
2: [0, 0] [4, 8]
3: [0, 0] [3, 7]
4: [0, 4] [2, 7]
5: [0, 4] [3, 8]
6: [0, 4] [4, 8]
7: [0, 4] [5, 8]
8: [4, 2] [6, 8]
9: [4, 2] [7, 8]
10: [4, 2] [8, 8]
11: [4, 2] [8, 8]
12: [5, 5] [7, 7]
13: [5, 5] [7, 7]
14: [5, 5] [7, 7]

Settings(lanes=2, speed=[6, 7], progress=[15, 15], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [6, 7]
1: [0, 0] [5, 8]
2: [0, 0] [4, 8]
3: [0, 0] [3, 7]
4: [0, 4] [2, 7]
5: [0, 4] [3, 8]
6: [0, 4] [4, 8]
7: [0, 4] [5, 8]
8: [4, 2] [6, 8]
9: [4, 2] [7, 8]
10: [4, 2] [8, 8]
11: [4, 2] [8, 8]
12: [5, 5] [7, 7]
13: [5, 5] [7, 7]
14: [5, 5] [7, 7]

Settings(lanes=2, speed=[6, 8], progress=[0, 0], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [6, 8]
1: [0, 0] [5, 8]
2: [0, 0] [4, 8]
3: [0, 0] [3, 8]
4: [0, 4] [2, 8]
5: [0, 4] [3, 8]
6: [0, 4] [4, 8]
7: [0, 4] [5, 8]
8: [4, 2] [6, 8]
9: [4, 2] [7, 8]
10: [4, 2] [8, 7]
11: [4, 2] [8, 6]
12: [5, 5] [7, 5]
13: [5, 5] [7, 5]
14: [5, 5] [7, 5]

Settings(lanes=2, speed=[6, 8], progress=[0, 15], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [6, 8]
1: [0, 0] [5, 8]
2: [0, 0] [4, 8]
3: [0, 0] [3, 8]
4: [0, 4] [2, 8]
5: [0, 4] [3, 8]
6: [0, 4] [4, 8]
7: [0, 4] [5, 8]
8: [4, 2] [6, 8]
9: [4, 2] [7, 8]
10: [4, 2] [8, 7]
11: [4, 2] [8, 6]
12: [5, 5] [7, 5]
13: [5, 5] [7, 5]
14: [5, 5] [7, 5]

Settings(lanes=2, speed=[6, 8], progress=[15, 0], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [6, 8]
1: [0, 0] [5, 8]
2: [0, 0] [4, 8]
3: [0, 0] [3, 8]
4: [0, 4] [2, 8]
5: [0, 4] [3, 8]
6: [0, 4] [4, 8]
7: [0, 4] [5, 8]
8: [4, 2] [6, 8]
9: [4, 2] [7, 8]
10: [4, 2] [8, 7]
11: [4, 2] [8, 6]
12: [5, 5] [7, 5]
13: [5, 5] [7, 5]
14: [5, 5] [7, 5]

Settings(lanes=2, speed=[6, 8], progress=[15, 15], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [6, 8]
1: [0, 0] [5, 8]
2: [0, 0] [4, 8]
3: [0, 0] [3, 8]
4: [0, 4] [2, 8]
5: [0, 4] [3, 8]
6: [0, 4] [4, 8]
7: [0, 4] [5, 8]
8: [4, 2] [6, 8]
9: [4, 2] [7, 8]
10: [4, 2] [8, 7]
11: [4, 2] [8, 6]
12: [5, 5] [7, 5]
13: [5, 5] [7, 5]
14: [5, 5] [7, 5]

Settings(lanes=2, speed=[7, 5], progress=[0, 0], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [7, 5]
1: [0, 0] [6, 6]
2: [0, 0] [5, 7]
3: [0, 0] [4, 7]
4: [0, 0] [3, 8]
5: [0, 4] [2, 8]
6: [0, 4] [1, 8]
7: [0, 4] [1, 8]
8: [0, 4] [2, 8]
9: [4, 2] [3, 8]
10: [4, 2] [4, 8]
11: [4, 2] [5, 8]
12: [4, 2] [6, 8]
13: [4, 5] [7, 7]
14: [4, 5] [7, 7]
15: [5, 5] [7, 7]
16: [5, 5] [7, 7]
17: [5, 5] [7, 7]

Settings(lanes=2, speed=[7, 5], progress=[0, 15], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [7, 5]
1: [0, 0] [6, 6]
2: [0, 0] [5, 7]
3: [0, 0] [4, 7]
4: [0, 0] [3, 8]
5: [0, 4] [2, 8]
6: [0, 4] [1, 8]
7: [0, 4] [1, 8]
8: [0, 4] [2, 8]
9: [4, 2] [3, 8]
10: [4, 2] [4, 8]
11: [4, 2] [5, 8]
12: [4, 2] [6, 8]
13: [4, 5] [7, 7]
14: [4, 5] [7, 7]
15: [5, 5] [7, 7]
16: [5, 5] [7, 7]
17: [5, 5] [7, 7]

Settings(lanes=2, speed=[7, 5], progress=[15, 0], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [7, 5]
1: [0, 0] [6, 6]
2: [0, 0] [5, 7]
3: [0, 0] [4, 7]
4: [0, 0] [3, 8]
5: [0, 4] [2, 8]
6: [0, 4] [1, 8]
7: [0, 4] [1, 8]
8: [0, 4] [2, 8]
9: [4, 2] [3, 8]
10: [4, 2] [4, 8]
11: [4, 2] [5, 8]
12: [4, 2] [6, 8]
13: [4, 5] [7, 7]
14: [4, 5] [7, 7]
15: [5, 5] [7, 7]
16: [5, 5] [7, 7]
17: [5, 5] [7, 7]

Settings(lanes=2, speed=[7, 5], progress=[15, 15], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [7, 5]
1: [0, 0] [6, 6]
2: [0, 0] [5, 7]
3: [0, 0] [4, 7]
4: [0, 0] [3, 8]
5: [0, 4] [2, 8]
6: [0, 4] [1, 8]
7: [0, 4] [1, 8]
8: [0, 4] [2, 8]
9: [4, 2] [3, 8]
10: [4, 2] [4, 8]
11: [4, 2] [5, 8]
12: [4, 2] [6, 8]
13: [4, 5] [7, 7]
14: [4, 5] [7, 7]
15: [5, 5] [7, 7]
16: [5, 5] [7, 7]
17: [5, 5] [7, 7]

Settings(lanes=2, speed=[7, 6], progress=[0, 0], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [7, 6]
1: [0, 0] [6, 7]
2: [0, 0] [5, 8]
3: [0, 0] [4, 8]
4: [0, 0] [3, 8]
5: [0, 4] [2, 8]
6: [0, 4] [2, 8]
7: [0, 4] [3, 8]
8: [4, 2] [4, 8]
9: [4, 2] [5, 8]
10: [4, 2] [6, 8]
11: [4, 2] [7, 8]
12: [4, 5] [7, 7]
13: [5, 5] [7, 7]
14: [5, 5] [7, 7]
15: [5, 5] [7, 7]

Settings(lanes=2, speed=[7, 6], progress=[0, 15], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [7, 6]
1: [0, 0] [6, 7]
2: [0, 0] [5, 8]
3: [0, 0] [4, 8]
4: [0, 0] [3, 8]
5: [0, 4] [2, 8]
6: [0, 4] [2, 8]
7: [0, 4] [3, 8]
8: [4, 2] [4, 8]
9: [4, 2] [5, 8]
10: [4, 2] [6, 8]
11: [4, 2] [7, 8]
12: [4, 5] [7, 7]
13: [5, 5] [7, 7]
14: [5, 5] [7, 7]
15: [5, 5] [7, 7]

Settings(lanes=2, speed=[7, 6], progress=[15, 0], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [7, 6]
1: [0, 0] [6, 7]
2: [0, 0] [5, 8]
3: [0, 0] [4, 8]
4: [0, 0] [3, 8]
5: [0, 4] [2, 8]
6: [0, 4] [2, 8]
7: [0, 4] [3, 8]
8: [4, 2] [4, 8]
9: [4, 2] [5, 8]
10: [4, 2] [6, 8]
11: [4, 2] [7, 8]
12: [4, 5] [7, 7]
13: [5, 5] [7, 7]
14: [5, 5] [7, 7]
15: [5, 5] [7, 7]

Settings(lanes=2, speed=[7, 6], progress=[15, 15], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [7, 6]
1: [0, 0] [6, 7]
2: [0, 0] [5, 8]
3: [0, 0] [4, 8]
4: [0, 0] [3, 8]
5: [0, 4] [2, 8]
6: [0, 4] [2, 8]
7: [0, 4] [3, 8]
8: [4, 2] [4, 8]
9: [4, 2] [5, 8]
10: [4, 2] [6, 8]
11: [4, 2] [7, 8]
12: [4, 5] [7, 7]
13: [5, 5] [7, 7]
14: [5, 5] [7, 7]
15: [5, 5] [7, 7]

Settings(lanes=2, speed=[7, 7], progress=[0, 0], num_cars=2, max_speed=8, from_dir=['BOTTOM', 'BOTTOM'], to_dir=['RIGHT', 'TOP'], acc_param=1, dec_param=-1, max_time=50, cell_progress=30)
0: [0, 0] [7, 7]
1: [0, 0] [6, 8]
2: [0, 0] [5, 8]
3: [0, 0] [4, 7]
4: [0, 4] [3, 7]
5: [0, 4] [2, 8]
6: [0, 4] [2, 8]
7: [0, 4] [3, 7]
8: [4, 2] [4, 6]
9: [4, 2] [5, 7]
10: [4, 2] [6, 8]
11: [4, 2] [7, 8]
